nom;age;metier;frequence;plateformes;minecraft;similaire;jeu_similaire;premiere;seconde;sens;situations;interet;logique;faire;objectifs;manques;surpris;plaisir;prefere;commentaires;processus1;processus2;processus3;prefere;autres_p1;autres_p2;autres_p3;lieu1_couleur;lieu1_description;lieu2_couleur;lieu2_description,lieu3_couleur,lieu3_description,lieu4_couleur,lieu4_description,lieu5_couleur,lieu5_description,lieu6_couleur,lieu6_description,lieu7_couleur,lieu7_description,lieu8_couleur,lieu8_description,lieu9_couleur,lieu9_description,lieu10_couleur,lieu10_description
"deva laquitaine333";13;;2;[2];2;0;"rien ne ma vraiment marque peut etre un petit peu l objet magique je n avais jamais joue avec l objet magique";"rien ne ma vraiment marque ";3;2;3;2;1;2;2;2;3;" la premiere car il y avait l objet magique ";" non je n ai aucun commentaire";"je ne l ai pas utilise ";" je ne lai pas utilise";" lobjet magique c juste trop bien ";1;3;rouge;" non",,,,,,,,,,,,,,,,,,
